FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Fernandinho,MID,MCI,5200000,0,10,1,1.92307692307692E-07,1.92307692307692E-06,0,58285,1,3,0,0,0,0,0,1.9,1829,-3,0,10,3,0.3,0,1.5,0,0,3,0,0,0.7,17581,0,-1,0,0,499,817,0,1,77,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5
Roberto,Firmino,FWD,LIV,9500000,2,52,5.2,5.47368421052632E-07,5.47368421052632E-06,0,619293,0,6,0,0,0,3,0,5.4,45258,0,1,52,0,0.2,0,2,9,0,3,0,4,12.3,658411,0,-1,0,0,830,20125,-1,0,207,Aston Villa,Man City,Crystal Palace,Brighton,Everton,5.9,6.1,5.8,6.6,7.3,6.2,7.2,0,5.4,5.6,4.6,6.5,7.5,5.9,6.2,6.4,6.5,6.7,6.4,5.8,6.8,6.7,7.2,6.1,7.1,6.1,6.9,5.4
John,Fleck,MID,SHU,4800000,2,15,1.9,3.95833333333333E-07,3.125E-06,0,8254,3,4,0,0,0,0,0,3.1,203,-2,0,15,2,0.5,0,2.2,0,0,3,0,0,0.1,3357,0,-1,0,0,658,417,0,0,100,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,1.4,1,1.3,1.6,1.6,1.1,1.2,1.4,1.5,1,1,1.1,1.2,1,1.2,1.5,1.4,1,1.4,1.4,1,1.2,1.2,1.3,1,1,1.4,1.8
Phil,Foden,MID,MCI,5200000,1,3,0.3,5.76923076923077E-08,5.76923076923077E-07,0,33675,0,0,0,0,0,0,0,0.6,401,-3,0,3,3,0.1,0,0.5,0,0,0,0,0,0.3,6351,0,-1,0,0,25,315,0,0,13,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Pablo,Fornals,MID,WHU,6000000,1,15,1.5,2.5E-07,2.5E-06,0,45667,0,9,0,0,0,0,0,2.5,588,-5,1,15,5,0.2,0,1.5,0,0,1,0,0,0.3,4721,0,-1,0,0,415,47,-1,0,58,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,1.3,0.8,0.9,0.8,1,1.1,1.1,0,0.8,0.8,1.2,1.3,1.2,0.8,1.1,0.8,0.8,0.8,0.8,1.1,0.8,0.8,0.8,1.1,0.8,1.2,0.8,0.9
Fraser,Forster,GLK,SOU,4400000,0,0,0,0,0,0,41441,0,0,0,0,0,0,0,0,567,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,2592,0,-1,0,0,0,12,0,0,0,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4800000,10,34,3.4,7.08333333333333E-07,7.08333333333333E-06,0,98742,0,21,0,28,0,0,0,7.1,1682,-2,0,34,2,1.2,0,5.8,8,0,2,0,0,1.6,22930,0,-1,0,1,900,4722,0,0,168,Chelsea,Norwich,Burnley,Southampton,Leicester,3.6,2.6,3.5,3.8,2.7,4.4,3.1,4.4,3.6,4.9,3.3,2.3,4.5,3.4,5,2.5,2.8,3.5,3.2,3.9,2.2,3.2,2.7,4.1,5,3.4,3,2.5
Dimitri,Foulquier,DEF,WAT,4000000,1,0,0,0,0,0,4017,0,5,0,0,0,0,0,0,522,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,10330,0,-1,0,0,49,1503,0,0,8,Chelsea,Norwich,Burnley,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Foyth,DEF,TOT,4900000,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,106,-1,0,0,1,0,0,0,0,0,0,0,0,0,1035,0,-1,0,0,0,90,0,0,0,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4400000,0,2,0.2,4.54545454545455E-08,4.54545454545455E-07,0,644,0,0,0,0,0,0,0,0.5,55,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0,648,0,-1,0,0,12,62,0,0,9,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ryan,Fraser,MID,BOU,7100000,3,26,2.9,4.08450704225352E-07,3.66197183098592E-06,0,1011225,1,8,0,0,0,1,0,3.7,9544,-4,0,26,4,0.3,0,1.8,2,0,2,0,1,3.8,102934,0,-1,0,0,627,630,0,0,96,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,2.9,2.5,2.9,1.7,2.1,1.9,1.7,3,3,2.4,2,3.3,1.9,3.1,2.7,3.6,2.2,2.2,1.8,2.9,2.8,3.3,1.8,2.6,2.3,1.5,2.4,1.9
,Fred,MID,MUN,5300000,2,8,0.8,1.50943396226415E-07,1.50943396226415E-06,0,9270,1,4,0,0,0,0,0,1.5,230,-2,0,8,2,0.3,0,1.5,0,0,0,0,0,0.1,3667,0,-1,0,0,328,319,0,0,42,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Ryan,Fredericks,DEF,WHU,4500000,0,28,3.1,6.88888888888889E-07,6.22222222222222E-06,0,35170,2,13,0,0,0,0,0,6.2,5364,0,0,28,0,0.3,0,1.2,2,0,3,0,1,1.4,103565,0,-1,0,0,799,1920,0,0,150,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,4.4,2,3.9,2.4,2.6,3.2,3.4,0,2.8,3.4,2.5,3.2,4.4,2.3,3,2.4,2.8,2.7,2.2,2.9,2.7,3.1,3.5,3,2.3,3.8,2.5,4.3
Kieron,Freeman,DEF,SHU,4300000,0,0,0,0,0,0,7005,0,0,0,0,0,0,0,0,170,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1667,0,-1,0,0,0,65,0,0,0,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Freeman,MID,SHU,5200000,0,8,1.6,3.07692307692308E-07,1.53846153846154E-06,0,7099,1,4,0,0,0,0,0,1.5,163,-3,0,8,3,0,0,0.2,0,0,1,0,0,0.1,1946,0,-1,0,0,253,29,0,0,24,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,1.1,0.8,1,1.2,1.2,0.8,0.9,1,1.2,0.8,0.8,0.8,0.9,0.8,0.9,1.1,1.1,0.8,1,1.1,0.8,0.9,0.9,1,0.8,0.8,1.1,1.4
Christian,Fuchs,DEF,LEI,4400000,0,5,0.5,1.13636363636364E-07,1.13636363636364E-06,0,22468,0,2,0,0,0,0,0,1.1,1013,-1,0,5,1,0,0,0,0,0,0,0,0,0.4,15389,0,-1,0,0,184,236,0,0,21,Crystal Palace,Arsenal,Brighton,Everton,Watford,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sam,Gallagher,FWD,SOU,4500000,0,0,0,0,0,0,4088,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,-1,0,0,0,25,0,0,0,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Garcia,DEF,MCI,4500000,0,1,0.1,2.22222222222222E-08,2.22222222222222E-07,0,406,0,0,0,0,0,0,0,0.2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,731,0,-1,0,0,27,79,0,0,4,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Garner,MID,MUN,4400000,1,1,0.1,2.27272727272727E-08,2.27272727272727E-07,0,15895,0,1,0,0,0,0,0,0.2,586,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,19159,0,-1,0,0,8,233,0,0,3,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5000000,1,2,0.2,4E-08,4E-07,0,445,0,0,0,0,0,0,0,0.4,189,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0,1553,0,-1,0,0,6,502,0,0,5,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Paulo,Gazzaniga,GLK,TOT,4400000,8,14,1.4,3.18181818181818E-07,3.18181818181818E-06,0,18337,0,7,0,21,0,0,0,3.2,1374,-1,0,14,1,0.7,0,3,3,0,0,0,0,1.6,104263,0,-1,0,0,352,29274,0,0,85,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0.8,0.9,0.7,0.7,0.7,0.9,0.7,0.9,0.9,0.7,0.9,0.9,0.7,1.2,0.7,0.7,0.7,0.8,0.7,1.3,1.2,0.8,1.6,0.7,1,0.9,1.1,0.7
Jean-Philippe,Gbamin,MID,EVE,4800000,0,4,0.4,8.33333333333333E-08,8.33333333333333E-07,0,6653,0,0,0,0,0,0,0,0.8,43,-2,0,4,2,0,0,0,0,0,1,0,0,0,2612,0,-1,0,0,135,7,0,0,14,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rachid,Ghezzal,MID,LEI,5200000,0,0,0,0,0,0,3525,0,0,0,0,0,0,0,0,42,-3,0,0,3,0,0,0,0,0,0,0,0,0,490,0,-1,0,0,0,0,0,0,0,Crystal Palace,Arsenal,Brighton,Everton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,Gibbs-White,MID,WOL,4800000,0,7,0.7,1.45833333333333E-07,1.45833333333333E-06,0,5183,0,2,0,0,0,0,0,1.5,157,-2,0,7,2,0.2,0,1,0,0,0,0,1,0.1,2081,0,-1,0,0,119,69,0,0,28,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ben,Gibson,DEF,BUR,4000000,0,0,0,0,0,0,100054,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,2.7,62952,0,-1,0,0,0,1399,0,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Gibson,DEF,EVE,4300000,0,0,0,0,0,0,7521,0,0,0,0,0,0,0,0,195,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,3088,0,-1,0,0,0,96,-1,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4500000,0,1,0.1,2.22222222222222E-08,2.22222222222222E-07,0,1154,0,1,0,0,0,0,0,0.2,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1783,0,-1,0,0,6,71,0,0,1,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,CHE,6700000,1,5,1.2,1.7910447761194E-07,7.46268656716418E-07,0,160361,0,4,0,0,0,0,0,0.7,1225,-3,0,5,3,0,0,0.2,0,0,1,0,0,1.1,55069,0,-1,0,0,120,393,0,0,15,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0.6,0.8,0.6,0.7,0.9,0.6,0.7,0.6,0.8,0.6,0.6,0.9,0.6,0.8,0.6,1,1,0.6,0.9,0.6,0.7,0.6,0.9,0.6,0.6,1.3,0.6,0.6
Ben,Godfrey,DEF,NOR,4500000,0,8,0.8,1.77777777777778E-07,1.77777777777778E-06,0,14285,1,24,0,0,0,0,0,1.8,372,0,0,8,0,0.1,0,0.5,0,0,0,0,0,0.2,10116,0,-1,0,0,859,265,0,0,156,Brighton,Watford,Everton,Arsenal,Southampton,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.4
Angel,Gomes,MID,MUN,4800000,0,1,0.1,2.08333333333333E-08,2.08333333333333E-07,0,8147,0,1,0,0,0,0,0,0.2,195,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,3789,0,-1,0,0,9,139,0,0,3,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho da Silva,Gomes,GLK,WAT,4500000,0,0,0,0,0,0,6155,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3148,0,-1,0,0,0,121,0,0,0,Chelsea,Norwich,Burnley,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Gomez,DEF,LIV,5200000,1,4,0.4,7.69230769230769E-08,7.69230769230769E-07,0,106235,0,1,0,0,0,0,0,0.8,1213,-3,0,4,3,0,0,0.2,0,0,0,0,0,0.8,30515,0,-1,0,0,96,740,0,0,15,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dan,Gosling,MID,BOU,4900000,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,93,0,-1,0,0,0,4,0,0,0,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,MUN,4900000,0,0,0,0,0,0,3558,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,453,0,-1,0,0,0,34,0,0,0,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Gray,FWD,WAT,5700000,1,18,2,3.50877192982456E-07,3.15789473684211E-06,0,59666,0,9,0,0,0,1,0,3.2,1121,-3,0,18,3,0.1,0,0.8,2,0,0,0,0,0.4,32373,0,-1,0,0,428,366,0,0,61,Chelsea,Norwich,Burnley,Southampton,Leicester,1.9,1.7,2,2.1,1,1.9,1.3,2.2,1,2,1.4,1.3,2.3,1.2,2.1,1.2,1.3,1.5,1.1,1.7,1.3,1.8,1.4,2.6,1.6,1.2,1.6,1.2
Demarai,Gray,MID,LEI,5200000,1,6,0.6,1.15384615384615E-07,1.15384615384615E-06,0,28413,1,1,0,0,0,0,0,1.2,583,-3,0,6,3,0.2,0,0.8,0,0,0,0,0,0.3,6112,0,-1,0,0,146,215,0,0,17,Crystal Palace,Arsenal,Brighton,Everton,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Grealish,MID,AVL,5900000,1,43,4.3,7.28813559322034E-07,7.28813559322034E-06,0,289244,3,16,0,0,0,2,0,7.3,25492,-1,0,43,1,1,0,5.8,5,0,2,0,3,4.7,220334,0,-1,0,1,893,11601,0,0,190,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0,4.4,6.1,2.9,2.7,4.6,5.3,4.8,5.6,4.1,3.4,3.2,3.8,6,4.4,5.1,4.8,6,2.5,4.4,4,5.6,2.9,5.5,5.6,3,5.6,3.1
Andre,Green,MID,AVL,4900000,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,187,0,-1,0,0,0,8,0,0,0,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,Greenwood,FWD,MUN,4300000,1,7,1,2.32558139534884E-07,1.62790697674419E-06,0,935166,0,3,0,0,0,0,0,1.6,24646,-2,1,7,2,0.2,0,0.8,0,0,0,0,0,11,621833,0,-1,0,0,102,22346,-1,0,16,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0.5,0.6,0.5,0.7,0.9,0.5,0.8,0.5,0.6,0.5,0.5,1,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5
Pascal,Gro?,MID,BHA,6400000,7,34,3.4,5.3125E-07,5.3125E-06,0,81583,0,9,0,0,0,1,0,5.3,1164,-1,0,34,1,0.7,0,4.5,2,0,3,0,2,0.7,69873,0,-1,0,0,689,3816,0,0,144,Norwich,Man Utd,Leicester,Liverpool,Arsenal,3.9,2.2,3,2.2,2.7,3.9,2.5,4.4,2.1,4.1,2.9,2.3,3.5,3.4,2.4,4.2,4.3,3.8,3.4,3.9,1.9,3.8,2.4,2.6,2,3.7,4.3,2.7
Vicente,Guaita,GLK,CRY,5000000,0,30,3.8,7.6E-07,6E-06,0,41383,1,8,0,20,0,0,0,6,3230,0,0,30,0,0.6,0,3,2,0,3,0,0,0.6,46423,0,-1,0,1,720,74,0,0,146,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,0,3,4.3,2.5,3.7,3.8,4.3,4.3,5.1,4.2,3,4.5,3.1,3.9,4.4,3.9,5.7,2.8,5.2,2.6,3.5,4.3,3,4.3,3.8,5.2,3.3,5.3
Johann Berg,Gudmundsson,MID,BUR,5900000,0,17,1.7,2.88135593220339E-07,2.88135593220339E-06,0,108498,0,2,0,0,0,1,0,2.9,1419,-1,0,17,1,0.1,0,0.8,1,0,3,0,0,0.5,79175,0,-1,0,0,309,8,0,0,58,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0.8,1.6,1.1,0.8,1.4,1.2,0.8,1,0.8,1.4,1.2,1.5,0.9,1.2,0.8,1.6,0.8,1.7,0.8,0.8,1.4,0.8,1.5
Addji Keaninkin Marc-Israel,Guehi,DEF,CHE,4000000,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2918,0,-1,0,0,0,424,0,0,0,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Guendouzi,MID,ARS,4700000,1,27,2.7,5.74468085106383E-07,5.74468085106383E-06,0,404905,3,13,0,0,0,0,0,5.7,32070,2,0,27,-2,0.4,0,2,2,0,2,0,2,10.6,723270,0,-1,0,0,871,13516,0,0,153,Wolverhampton,Leicester,Southampton,Norwich,Brighton,2.8,1.4,2.3,1.5,2.9,1.6,1.4,1.5,2.3,2.1,2.8,1.6,3.2,1.4,1.7,3.1,3,1.4,2.4,2,2.6,2.8,2.3,2.2,1.4,1.8,1.4,3.1
Idrissa,Gueye,MID,EVE,5000000,0,0,0,0,0,0,1882,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,-1,0,0,0,9,0,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4400000,1,24,3,6.81818181818182E-07,5.45454545454545E-06,0,39344,3,11,0,0,0,0,0,5.5,1362,-1,0,24,1,0.6,0,2.8,0,0,2,0,2,0.8,55031,0,-1,0,0,714,730,0,0,112,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,3.1,2.1,4.4,2,1.9,3.4,2.6,2.8,3.7,2.5,1.6,2.6,1.8,3.9,1.6,3.9,2.8,3.2,1.9,3.2,3,3,2.3,3.9,3.9,2.6,3.3,2.5
Ilkay,Gundogan,MID,MCI,5200000,8,20,2,3.84615384615385E-07,3.84615384615385E-06,0,143628,2,9,0,0,0,1,0,3.8,1928,-3,0,20,3,0.7,0,3.5,1,0,2,0,0,1.5,46914,0,-1,0,0,595,8482,0,0,121,Southampton,Liverpool,Chelsea,Newcastle,Burnley,1.2,1.1,1,1.5,1.3,1.5,1.3,1.1,1.7,1.8,1.6,1,1.5,2.3,1,1.2,1,1.5,1.1,1.6,1,1,1.9,1.8,1.5,1.7,1.6,1.5
Angus,Gunn,GLK,SOU,4500000,0,29,2.9,6.44444444444444E-07,6.44444444444444E-06,0,108436,0,25,0,30,0,0,0,6.4,12962,0,0,29,0,0.2,0,1,3,0,2,0,0,3.1,234351,0,-1,0,1,900,360,0,0,166,Man City,Everton,Arsenal,Watford,Norwich,2.7,3.4,2.5,2.8,2.6,3.7,2.7,3.3,2.7,2.9,2.9,2.7,1.9,3.1,3.1,2,3.3,3.3,3.4,2.6,2.2,3.3,1.7,3.3,2.8,2.1,2.3,2.1
Sebastien,Haller,FWD,WHU,7400000,2,41,4.6,6.21621621621622E-07,5.54054054054054E-06,0,467060,1,13,0,0,0,4,0,5.5,25162,-1,0,41,1,0.5,0,3.5,5,0,3,0,1,4.8,509647,0,-1,0,1,810,8187,0,0,153,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,5.6,4.8,6.9,5.2,4.6,6.2,6.6,0,4.5,5.7,5.7,4.2,6.5,4.1,5.9,5.3,4.8,5.8,4.8,5,5.4,6.2,4.1,6.4,5.3,6.4,4.8,6.4
Grant,Hanley,DEF,NOR,4000000,0,1,0.3,7.5E-08,2.5E-07,0,193508,0,8,0,0,0,0,0,0.2,7857,0,0,1,0,0,0,0,0,0,0,0,0,2.8,212747,1,-1,0,0,270,395,0,0,33,Brighton,Watford,Everton,Arsenal,Southampton,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Harry Wilson,MID,BOU,6000000,1,31,3.4,5.66666666666667E-07,5.16666666666667E-06,0,238813,1,10,0,0,0,3,0,5.1,26304,0,1,31,0,0.3,0,2,1,0,1,0,0,3.1,355468,0,-1,0,0,561,1578,-1,0,112,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,3.7,3.2,3.7,2.3,2.7,2.4,2.2,3.8,3.7,3.1,2.5,4.1,2.5,3.9,3.4,4.5,2.8,2.8,2.4,3.7,3.6,4.1,2.3,3.3,2.9,1.9,3,2.5
Joe,Hart,GLK,BUR,4300000,0,0,0,0,0,0,69682,0,0,0,0,0,0,0,0,1495,-2,1,0,2,0,0,0,0,0,0,0,0,1.3,15848,0,-1,0,0,0,527,-1,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0,69,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,572,0,-1,0,0,0,21,-1,0,0,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,0,16,2.3,5.22727272727273E-07,3.63636363636364E-06,0,397034,1,13,0,0,0,0,0,3.6,9416,-1,0,16,1,-0.1,0,-0.5,2,0,2,0,1,4.1,216298,0,-1,0,0,582,1549,0,1,73,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.2,2.4,1.2,1.2,2.4,1.8,1.3,2.2,1.2,2.3,1.7,1.8,1.6,1.2,2.2,1.3,1.3,2.3,2,2.6,2,1.8,1.8,1.2,1.7,1.9,1.5,1.4
Tom,Heaton,GLK,AVL,4500000,2,29,2.9,6.44444444444444E-07,6.44444444444444E-06,0,212916,0,16,0,28,0,0,0,6.4,7664,0,0,29,0,0.5,0,2.2,0,0,2,0,0,6.1,214471,0,-1,0,0,900,2335,0,0,159,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,2.9,2,4.2,1.9,1.8,3.3,2.5,2.7,3.5,2.4,1.5,2.5,1.7,3.7,1.5,3.8,2.7,3,1.8,3,2.8,2.8,2.2,3.7,3.7,2.4,3.1,2.4
Philip,Heise,DEF,NOR,4000000,0,0,0,0,0,0,28106,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0.8,27031,0,-1,0,0,0,522,0,0,0,Brighton,Watford,Everton,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
