FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Marcos,Rojo,DEF,MUN,4800000,0,3,0.142857142857143,2.97619047619048E-08,6.25E-07,0,11510,1,2,0,0,0,0,0,0.6,92,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,4759,0,-1,0,0,121,10,0,0,9,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,11267,0,0,0,0,0,0,0,0,150,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,4695,0,-1,0,0,0,79,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Rose,DEF,TOT,5300000,0,15,0.714285714285714,1.34770889487871E-07,2.83018867924528E-06,0,209666,5,13,0,0,0,0,0,2.8,3777,-2,0,15,2,0,0,0.1,0,0,1,0,0,1.3,104522,0,-1,0,0,823,14,0,0,129,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
John,Ruddy,GLK,WOL,4300000,0,0,0,0,0,0,18721,0,0,0,0,0,0,0,0,359,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,5907,0,-1,0,0,0,139,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,6000000,2,12,0.571428571428571,9.52380952380952E-08,2E-06,0,14121,2,5,0,0,0,0,0,2,1196,0,0,12,0,0.3,0,1.6,0,0,1,0,0,0.3,18105,0,-1,0,0,495,1869,0,0,87,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Mathew,Ryan,GLK,BHA,4800000,3,81,3.9,8.125E-07,1.6875E-05,0,618478,0,29,0,75,0,0,0,16.9,19902,3,0,81,-3,0.6,0,3,11,0,5,0,0,17.3,973140,0,-1,0,0,1890,50785,0,0,445,Everton,Aston Villa,Bournemouth,West Ham,Watford,4.2,5.8,3.7,4.6,4.8,3.7,5.3,3.3,4,3.5,4.9,3.9,4.4,4.2,3.8,5.6,3.2
Allan,Saint-Maximin,MID,NEW,5400000,0,31,1.47619047619048,2.7336860670194E-07,5.74074074074074E-06,0,72830,0,8,0,0,0,1,0,5.7,866,-1,0,31,1,0.3,0,1.4,0,0,2,0,1,0.2,47199,0,-1,0,0,815,104,0,0,107,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0.7,0.7,0.9,0.7,0.7,1.1,0.9,1.4,1,0.8,0.8,0.7,0.7,0.8,0.7,0.7
Romain,Saiss,DEF,WOL,4400000,1,37,2.2,5E-07,8.40909090909091E-06,0,50227,7,21,0,0,0,2,0,8.4,3751,-1,0,37,1,0.5,0,2.4,1,0,2,0,1,0.8,81987,0,-1,0,0,1263,8400,0,1,211,Newcastle,Southampton,Liverpool,Man Utd,Leicester,2.6,1.6,1.8,1.3,1.6,2.1,1.8,2,2,1.8,2.1,1.6,1.5,2.4,1.3,2.3,1.7
Bukayo,Saka,MID,ARS,4500000,0,20,0.952380952380952,2.11640211640212E-07,4.44444444444444E-06,0,97676,3,7,0,0,0,0,0,4.4,3744,0,0,20,0,0.2,0,1,0,0,2,0,1,0.6,130767,0,-1,0,0,695,1883,0,0,82,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
Mamadou,Sakho,DEF,CRY,5000000,1,7,0.333333333333333,6.66666666666667E-08,1.4E-06,0,7955,0,8,0,0,0,0,0,1.4,400,0,0,7,0,0.2,0,0.8,0,0,0,0,0,0.1,4582,0,-1,0,0,465,67,0,1,69,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Salah,MID,LIV,12300000,10,120,7.1,5.77235772357724E-07,9.75609756097561E-06,0,2790262,0,8,0,0,0,10,0,9.8,25342,-2,0,120,2,0.6,0,7.5,15,0,9,0,4,24.9,1640989,0,-1,0,4,1439,64974,0,0,319,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,7.5,10,17.4,9,8.4,8.6,8.9,9.7,8.7,9.5,6.9,9.4,9,9.9,9.2,8,8.9
Alexis,Sanchez,MID,MUN,6800000,0,0,0,0,0,0,43648,0,0,0,0,0,0,0,0,140,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1366,0,-1,0,0,0,30,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davinson,Sanchez,DEF,TOT,5300000,0,23,1.4,2.64150943396226E-07,4.33962264150943E-06,0,69188,4,22,0,0,0,0,0,4.3,2169,-2,0,23,2,0.3,0,1.6,0,0,1,0,0,0.9,37075,0,-1,0,0,1350,449,0,0,223,Liverpool,Watford,Norwich,Man City,Aston Villa,0.9,0.7,1.1,0.9,1,0.7,0.8,0.7,1.1,1.2,0.7,1.3,0.7,0.8,0.9,0.8,0.8
Leroy,Sane,MID,MCI,9300000,0,0,0,0,0,0,34334,0,0,0,0,0,0,0,0,167,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2139,0,-1,0,0,0,80,0,0,0,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismaila,Sarr,MID,WAT,6200000,5,47,2.23809523809524,3.60983102918587E-07,7.58064516129032E-06,0,40923,1,14,0,0,0,3,0,7.6,5708,-3,0,47,3,0.8,0,4.7,2,0,3,0,2,0.9,74309,0,-1,0,1,860,19939,0,0,127,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,1.6,1.7,1.1,2.1,1.4,1.1,1.3,1.2,1.5,1.5,1.8,1.2,1.9,2.3,1.2,1.2,1.5
Christian,Saydee,MID,BOU,4500000,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,-1,0,0,0,47,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Schar,DEF,NEW,5000000,1,47,3.1,6.2E-07,9.4E-06,0,183682,4,25,0,0,0,2,0,9.4,3496,0,0,47,0,0.4,0,2.1,2,0,4,0,0,1.3,140752,0,-1,0,0,1285,155,0,0,224,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,3.6,2.1,2.9,3,2.6,3.1,4.6,2.4,4,2.5,2.4,4,2.5,3.3
Ezequiel,Schelotto,DEF,BHA,4000000,0,4,0.19047619047619,4.76190476190476E-08,1E-06,0,26128,0,4,0,0,0,0,0,1,2226,0,0,4,0,0,0,0.1,0,0,0,0,0,0.5,56133,0,-1,0,0,123,1079,0,0,17,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeffrey,Schlupp,MID,CRY,5500000,0,40,1.9047619047619,3.46320346320346E-07,7.27272727272727E-06,0,25080,2,12,0,0,0,2,0,7.3,362,0,0,40,0,0,0,0.2,3,0,4,0,1,0.1,19920,0,-1,0,1,856,8,0,0,121,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,1.7,1.1,1.8,1.2,1,1.6,1,1.1,1,1.6,1.1,1.3
Kasper,Schmeichel,GLK,LEI,5400000,6,84,4,7.40740740740741E-07,1.55555555555556E-05,0,441057,0,19,0,54,0,0,0,15.6,19182,4,0,84,-4,0.6,0,3.4,2,0,8,0,0,15.7,1047158,0,-1,0,0,1890,60293,0,0,392,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,3.6,3.6,5.3,4.2,3.6,4.2,4.3,5.9,3.9,4.6,4.5,5.3,3.5,4,4.2,4.6,4.9
Morgan,Schneiderlin,MID,EVE,4400000,0,13,0.619047619047619,1.40692640692641E-07,2.95454545454545E-06,0,79001,3,14,0,0,0,0,0,3,1240,-1,0,13,1,0.1,0,0.4,0,0,1,0,0,0.6,36281,0,-1,0,0,737,120,0,1,86,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Ken,Sema,MID,WAT,4800000,0,0,0,0,0,0,2986,0,0,0,0,0,0,0,0,23,-2,0,0,2,0,0,0,0,0,0,0,0,0,598,0,-1,0,0,0,9,0,0,0,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Sessegnon,MID,TOT,5400000,2,7,0.333333333333333,6.17283950617284E-08,1.2962962962963E-06,0,18414,0,4,0,0,0,0,0,1.3,369,-1,0,7,1,0.2,0,0.9,0,0,0,0,0,0.1,4327,0,-1,0,0,251,221,0,0,33,Liverpool,Watford,Norwich,Man City,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Xherdan,Shaqiri,MID,LIV,6300000,0,13,0.65,1.03174603174603E-07,2.06349206349206E-06,0,29429,0,2,0,0,0,1,0,2.1,472,-2,0,13,2,0.3,0,1.8,0,0,1,0,0,0.2,9149,0,-1,0,0,173,13,0,0,46,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Billy,Sharp,FWD,SHU,5600000,1,15,0.714285714285714,1.27551020408163E-07,2.67857142857143E-06,0,97861,1,4,0,0,0,1,0,2.7,279,-4,0,15,4,0.1,0,0.4,3,0,0,0,0,0.3,51464,0,-1,0,0,283,252,0,1,49,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Shaw,DEF,MUN,5400000,1,18,0.857142857142857,1.58730158730159E-07,3.33333333333333E-06,0,132263,2,9,0,0,0,0,0,3.3,1436,-1,0,18,1,0.2,0,1.3,0,0,1,0,0,0.6,40070,0,-1,0,0,676,596,0,0,116,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
Jonjo,Shelvey,MID,NEW,5100000,1,61,4.4,8.62745098039216E-07,1.19607843137255E-05,0,147051,1,18,0,0,0,5,0,12,27592,1,0,61,-1,0.7,0,3.4,9,0,3,0,0,1.5,217802,0,-1,0,0,1075,1284,0,0,241,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,5.1,4.3,3.8,5.6,5,6.2,5.2,4.5,4.7,2.8,4.4,4.8,4.1,3.9
Djibril,Sidibe,DEF,EVE,5400000,3,51,2.42857142857143,4.4973544973545E-07,9.44444444444444E-06,0,51459,2,16,0,0,0,0,0,9.6,7915,-1,-1,51,1,0.8,0,4.1,9,0,3,0,4,1.8,150646,0,-1,0,1,1029,43424,1,0,248,Brighton,West Ham,Newcastle,Watford,Crystal Palace,2.4,2.2,3.1,1.6,2.8,1.3,2.6,1.8,2.3,1.8,2,1.9,1.8,1.4,3.4,1.6,2.3
Gylfi,Sigurdsson,MID,EVE,7300000,2,52,2.6,3.56164383561644E-07,7.12328767123288E-06,0,793875,2,26,0,0,0,1,0,7.1,2993,-7,0,52,7,0.4,0,2.6,2,0,4,0,2,2.6,127782,0,-1,0,0,1481,2765,0,0,241,Brighton,West Ham,Newcastle,Watford,Crystal Palace,2.5,1.5,2.8,1.9,2.5,1.9,2.7,1.6,1.7,1.5,1.9,1.3,2.3,1.9,2.4,2.6,2.7
Jack,Simpson,DEF,BOU,3900000,1,3,0.142857142857143,3.66300366300366E-08,7.69230769230769E-07,0,364101,0,4,0,0,0,0,0,0.8,14177,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,7.8,365042,0,-1,0,0,167,29712,0,0,25,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moussa,Sissoko,MID,TOT,4900000,1,49,2.5,5.10204081632653E-07,1E-05,0,253299,6,25,0,0,0,2,0,10,9374,-1,0,49,1,0.4,0,2.1,0,0,3,0,1,1.8,222291,0,-1,0,0,1688,1018,0,0,272,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,2.5,1.9,2.4,1.8,1.7,1.5
Oliver,Skipp,MID,TOT,4300000,0,3,0.142857142857143,3.32225913621262E-08,6.97674418604651E-07,0,36100,0,0,0,0,0,0,0,0.7,1418,-2,0,3,2,0,0,0.1,0,0,0,0,0,0.5,27834,0,-1,0,0,12,3668,0,0,8,Liverpool,Watford,Norwich,Man City,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Callum,Slattery,MID,SOU,4400000,0,0,0,0,0,0,27774,0,0,0,0,0,0,0,0,681,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,31713,0,-1,0,0,0,75,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William,Smallbone,MID,SOU,4500000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,-1,0,0,0,32,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Smalling,DEF,MUN,5200000,0,0,0,0,0,0,16361,0,0,0,0,0,0,0,0,66,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,1769,0,-1,0,0,0,28,-1,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile,Smith Rowe,MID,ARS,4400000,0,4,0.19047619047619,4.32900432900433E-08,9.09090909090909E-07,0,422,0,0,0,0,0,0,0,0.9,103,-1,1,4,1,0.2,0,0.8,0,0,1,0,0,0,810,0,-1,0,0,96,57,-1,0,13,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Robert,Snodgrass,MID,WHU,5200000,6,51,2.55,4.90384615384615E-07,9.80769230769231E-06,0,37823,4,20,0,0,0,3,0,9.8,1693,-3,0,51,3,0.6,0,3.3,5,0,3,0,2,0.4,41981,0,-1,0,0,999,4126,0,0,178,Sheffield United,Everton,Leicester,Liverpool,Brighton,2.7,2.4,3,2.3,1.3,1.4,2.1,2,2.4,1.4,1.7,2,2.5,1.7,2.7,1.5,2.2
,Sokratis,DEF,ARS,4900000,15,50,2.9,5.91836734693878E-07,1.02040816326531E-05,0,159588,5,24,0,0,0,2,0,10.2,2596,-1,0,50,1,0.6,0,2.7,5,0,3,0,0,1.5,123297,0,-1,0,1,1516,15138,0,0,277,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,2.8,2.7,2.6,2,3.8,3.6,2.4,3.5,2.4,2.4,3.2,2.1,2.5,2.7,2.8,3.2,3.1
Dominic,Solanke,FWD,BOU,5200000,2,27,1.28571428571429,2.47252747252747E-07,5.19230769230769E-06,0,46025,1,20,0,0,0,0,0,5.2,615,-3,0,27,3,0.2,0,1.3,0,0,1,0,0,0.3,26747,0,-1,0,0,950,660,0,0,38,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.9,1,0.8,1,0.6,0.7,0.8,0.6,0.9,0.6,0.8,0.7,1.1,0.6,0.8,0.8,0.6
Heung-Min,Son,MID,TOT,9800000,0,89,5.6,5.71428571428571E-07,9.08163265306122E-06,0,2318585,0,21,0,0,0,5,0,9.1,25287,3,0,89,-3,0.2,0,2.1,10,0,2,0,9,5.9,2510528,0,-1,0,4,1294,53338,0,2,300,Liverpool,Watford,Norwich,Man City,Aston Villa,5.6,6.2,7.2,5.2,4.7,5.5,7.6,6.2,7.7,6.6,6.9,7.7,6.5,7.6,6.1,6.1,5.5
Caglar,Soyuncu,DEF,LEI,5100000,8,81,4,7.84313725490196E-07,1.58823529411765E-05,0,527103,4,18,0,0,0,1,0,15.9,24730,6,0,81,-6,0.5,0,2.6,8,0,8,0,1,19.7,1838267,0,-1,0,1,1800,62816,0,0,441,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,3.6,3.6,5.3,4.2,3.6,4.2,4.3,5.9,3.9,4.6,4.5,5.3,3.5,4,4.2,4.6,4.9
Dennis,Srbeny,FWD,NOR,5200000,0,13,0.619047619047619,1.19047619047619E-07,2.5E-06,0,7459,0,2,0,0,0,1,0,2.5,131,-3,0,13,3,0.1,0,0.3,1,0,0,0,0,0,4473,0,-1,0,0,41,47,0,0,50,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Stacey,DEF,BOU,4300000,0,23,1.0952380952381,2.54706533776301E-07,5.34883720930233E-06,0,10637,2,12,0,0,0,0,0,5.3,1116,-2,0,23,2,0.7,0,2.8,3,0,1,0,1,0.1,7123,0,-1,0,0,796,32,0,0,129,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0.5,0.5,0.5,0.5,0.8,0.5,0.9,0.5,0.8,0.5,0.5,0.5,0.6
Junior,Stanislas,MID,BOU,5900000,1,3,0.142857142857143,2.42130750605327E-08,5.08474576271186E-07,0,690,0,2,0,0,0,0,0,0.5,82,-1,0,3,1,0.1,0,0.5,0,0,0,0,0,0,724,0,-1,0,0,106,53,0,0,16,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richard,Stearman,DEF,SHU,3900000,0,0,0,0,0,0,131406,0,0,0,0,0,0,0,0,4604,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,115630,0,-1,0,0,0,7974,0,0,0,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed,Steer,GLK,AVL,4400000,0,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,6165,0,0,0,0,0,0,0,0.2,123,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1136,0,-1,0,0,7,17,0,0,3,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4000000,0,0,0,0,0,0,201184,0,0,0,0,0,0,0,0,6572,0,0,0,0,0,0,0,0,0,0,0,0,7.9,188352,0,-1,0,0,0,3167,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4400000,0,40,2.1,4.77272727272727E-07,9.09090909090909E-06,0,235961,5,25,0,0,0,0,0,9.1,6466,-1,0,40,1,0.4,0,1.7,1,0,4,0,1,2.1,176817,0,-1,0,0,1598,1530,0,0,269,Everton,Aston Villa,Bournemouth,West Ham,Watford,1.2,1.7,1.5,1.1,2,2,1.7,1.4,1.8,1,1.9,1.2,1.1,1,1.7,2,1.4
Jack,Stephens,DEF,SOU,4300000,11,42,3.2,7.44186046511628E-07,9.76744186046512E-06,0,19040,0,19,0,0,0,1,0,9.8,5570,-2,0,42,2,1.2,0,5.3,4,0,2,0,2,1,75849,0,-1,0,2,1107,40332,0,0,212,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,3,2.6,3.6,3.4,2.6,4.4,3.9,3.9,3.3,2.5,3.1,2.7,3.6,2.8,3,3.1,2.7
Raheem,Sterling,MID,MCI,11800000,1,110,5.5,4.66101694915254E-07,9.32203389830509E-06,0,2644233,4,22,0,0,0,11,0,9.3,64596,-2,0,110,2,0.4,1,5.2,9,0,7,0,2,22.9,1943500,0,-1,0,4,1667,24798,0,0,366,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,5.1,6.7,7.3,5.1,6,5.4,7,5.5,7.2,5.9,5,7.3,7.5,6.3,7.2,6.6,6.6
,Steve Cook,DEF,BOU,5000000,0,45,2.6,5.2E-07,9E-06,0,42067,3,27,0,0,0,1,0,9,937,0,0,45,0,0.1,0,0.3,5,0,3,0,0,0.3,38524,0,-1,0,2,1530,867,0,0,274,Watford,Norwich,Brighton,Aston Villa,Sheffield United,2.6,2.1,2.5,3.6,2,1.7,2.3,2.2,3,1.8,3.2,1.7,3,2.1,2,1.8,2.3
Enda,Stevens,DEF,SHU,5100000,1,77,3.7,7.25490196078431E-07,1.50980392156863E-05,0,150099,4,21,0,0,0,1,0,15.1,9008,1,0,77,-1,0.7,0,3.4,5,0,7,0,2,2.3,272739,0,-1,0,1,1890,5737,0,0,371,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,4.8,3.1,3.7,4.1,3.9,4.2,4.5,4.4,4.4,3.2,4.8,3.2,3.6,3.7,3.4,4.9,3.7
Marco,Stiepermann,MID,NOR,5100000,0,23,1.0952380952381,2.14752567693744E-07,4.50980392156863E-06,0,11173,4,24,0,0,0,0,0,4.5,111,-4,0,23,4,0.1,0,0.7,0,0,1,0,0,0.1,5858,0,-1,0,0,918,29,0,0,73,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.7,0.5
John,Stones,DEF,MCI,5300000,0,20,2.2,4.15094339622642E-07,3.77358490566038E-06,0,261800,0,12,0,0,0,0,0,3.8,823,-2,0,20,2,0,0,0,0,0,2,0,0,1,90000,0,-1,0,0,699,1009,0,0,146,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,2.2,2.3,1.6,1.9,2.3,1.5,1.5,1.4,1.6,1.8,1.8,1.7,2.5,1.6,1.8,1.5,2
,Success,FWD,WAT,4800000,0,4,0.19047619047619,3.96825396825397E-08,8.33333333333333E-07,0,54583,0,2,0,0,0,0,0,0.8,458,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.4,18909,0,-1,0,0,50,168,0,0,11,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4700000,0,3,0.142857142857143,3.03951367781155E-08,6.38297872340426E-07,0,3947,0,1,0,0,0,0,0,0.6,44,-3,0,3,3,0,0,0,0,0,0,0,0,0,1139,0,-1,0,0,57,22,0,0,9,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Surridge,FWD,BOU,4300000,0,0,0,0,0,0,75967,0,0,0,0,0,0,0,0,1249,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,46127,0,-1,0,0,0,2308,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japhet,Tanganga,DEF,TOT,4000000,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,-1,0,0,0,189,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Targett,DEF,AVL,4400000,0,49,3.5,7.95454545454545E-07,1.11363636363636E-05,0,138913,3,22,0,0,0,1,0,11.1,12195,-1,0,49,1,0.2,0,1.1,9,0,3,0,2,1.2,138075,0,-1,0,1,1148,223,0,0,265,Man City,Brighton,Watford,Bournemouth,Tottenham,0,2.8,4.3,2.8,4.8,2.9,3.8,2.6,3.8,3.5,3.7,3,4.4,4.8,3.2,3.6,3.6
James,Tarkowski,DEF,BUR,5100000,0,72,3.4,6.66666666666667E-07,1.41176470588235E-05,0,238469,5,34,0,0,0,1,0,14.1,34256,1,0,72,-1,0.5,0,2.5,9,0,7,0,2,4.2,403642,0,-1,0,2,1890,4368,0,0,367,Chelsea,Leicester,Man Utd,Arsenal,Southampton,3.3,3.3,2.6,3.2,3.1,3.6,3.7,4.4,3,4,3.5,3.4,3.8,3.2,3.3,3.2,3.8
Charlie,Taylor,DEF,BUR,4200000,1,25,1.19047619047619,2.83446712018141E-07,5.95238095238095E-06,0,107539,1,5,0,0,0,0,0,6,3302,-3,0,25,3,0.4,0,1.7,1,0,3,0,0,0.8,68543,0,-1,0,0,655,2546,0,0,117,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.9,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.7
Neil,Taylor,DEF,AVL,4300000,1,18,0.857142857142857,1.99335548172757E-07,4.18604651162791E-06,0,24601,2,13,0,0,0,0,0,4.2,364,-2,0,18,2,0,0,0.1,0,0,2,0,0,0.2,19225,0,-1,0,0,703,217,0,0,102,Man City,Brighton,Watford,Bournemouth,Tottenham,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4
Alexander,Tettey,MID,NOR,4500000,1,36,2.4,5.33333333333333E-07,8E-06,0,26867,4,19,0,0,0,1,0,8,2875,0,0,36,0,0.7,0,3,3,0,2,0,1,0.4,38160,0,-1,0,0,1108,2192,0,0,200,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,1.3,2.3,1.2,1.7,1.4,1.7,1.6,2.4,2,2.3,1.7,2.2,1.7,1.8,1.4,2.3,1.2
