FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,18946,0,0,0,0,0,0,0,0,262,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6736,0,-1,0,0,0,156,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,27,1.28571428571429,2.33766233766234E-07,4.90909090909091E-06,0,16431,2,12,0,0,0,0,0,4.9,328,0,0,27,0,0.1,0,0.4,0,0,1,0,3,0.1,14412,0,-1,0,0,557,46,0,0,78,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.8,0.9
Robbie,Brady,MID,BUR,5500000,1,28,1.33333333333333,2.42424242424242E-07,5.09090909090909E-06,0,3459,1,10,0,0,0,1,0,5.1,181,0,0,28,0,0.2,0,1.3,0,0,1,0,2,0.1,3479,0,-1,0,0,394,87,0,0,99,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0.7,0.7,0.7,0.9,0.8,0.9,0.7,0.7,0.7,1,0.7,1.1,0.7,0.7,0.9,0.7,0.8
Claudio,Bravo,GLK,MCI,4800000,2,11,0.523809523809524,1.09126984126984E-07,2.29166666666667E-06,0,28264,0,7,0,8,0,0,0,2.3,1565,-2,0,11,2,0.4,0,1.7,0,0,1,0,0,0.4,21376,0,-1,0,0,346,1091,0,0,69,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Rhian,Brewster,FWD,LIV,4200000,0,0,0,0,0,0,71109,0,0,0,0,0,0,0,0,1628,-3,1,0,3,0,0,0,0,0,0,0,0,0.5,57009,0,-1,0,0,0,1788,-1,0,0,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,18496,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,706,0,-1,0,0,0,11,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,8,69,3.3,5.5E-07,1.15E-05,0,190520,2,36,0,0,0,0,0,11.5,2095,0,0,69,0,0.7,0,4,10,0,1,0,7,0.8,196103,0,-1,0,1,1592,4606,0,0,333,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,2.2,3.7,2.1,2.8,2.4,2.9,2.7,3.8,3.2,3.7,2.9,3.5,2.9,3,2.4,3.7,1.8
Dan,Burn,DEF,BHA,4500000,1,47,2.2,4.88888888888889E-07,1.04444444444444E-05,0,26491,3,29,0,0,0,0,0,10.4,4634,0,0,47,0,0.4,0,1.9,0,0,5,0,0,0.3,33614,0,-1,0,0,1821,112,0,0,313,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,1.5,2.4,1.3,1.6,1.4,2.1,1.6,1.9,1.8,1.5,2.6,1.3
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,664921,0,0,0,0,0,0,0,0,19306,0,0,0,0,0,0,0,0,0,0,0,0,20,423750,0,-1,0,0,0,9268,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,DEF,WOL,4000000,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,-1,0,0,0,363,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,2,16,1.3,2.95454545454545E-07,3.63636363636364E-06,0,8983,4,17,0,0,0,0,0,3.6,147,-1,0,16,1,0.2,0,1,0,0,1,0,0,0.1,5316,0,-1,0,0,906,95,0,0,123,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.6,0.8,0.7,0.8,0.8,0.6,0.7,0.6,0.6,1.1,0.6,0.9,0.6,1.1,0.7,0.7,0.6
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,11206,0,0,0,0,0,0,0,0,156,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3254,0,-1,0,0,0,65,0,0,0,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4400000,0,31,1.47619047619048,3.35497835497836E-07,7.04545454545455E-06,0,171289,1,17,0,0,0,0,0,7,3109,-1,0,31,1,0.3,0,1.3,3,0,3,0,0,1.1,100174,0,-1,0,0,1080,377,0,0,198,Arsenal,Man City,Southampton,Sheffield United,Everton,0.8,0.7,0.7,0.9,0.9,1.5,0.7,1.1,0.7,0.8,0.9,0.7,0.9,1.1,1.2,0.7,1.3
,Callum Wilson,FWD,BOU,7400000,2,67,3.4,4.59459459459459E-07,9.05405405405405E-06,0,1621315,4,31,0,0,0,5,0,9.1,8915,-6,0,67,6,0.2,0,1.2,4,0,3,0,3,4.7,768606,0,-1,0,1,1626,7298,0,0,206,Watford,Norwich,Brighton,Aston Villa,Sheffield United,4.1,4.2,3.8,4.3,2.5,3.2,3.7,2.8,3.9,3.1,3.5,3.3,4.4,3.2,3.6,3.7,2.9
Dominic,Calvert-Lewin,FWD,EVE,5900000,1,69,3.6,6.10169491525424E-07,1.16949152542373E-05,0,222095,4,21,0,0,0,8,0,11.9,20429,-1,-1,69,1,0.9,0,5.3,9,0,4,0,0,5.7,496069,0,-1,0,1,1217,160887,1,0,245,Brighton,West Ham,Newcastle,Watford,Crystal Palace,4.3,3.2,4.1,3.2,4.4,3.4,5.1,3.7,3.5,4.2,3.6,3.6,4.2,3.1,4.9,2.5,4.4
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,-1,0,0,0,12,0,0,0,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,47288,0,0,0,0,0,0,0,0.2,257,-5,0,1,5,0,0,0,0,0,0,0,0,0.2,4636,0,-1,0,0,5,59,0,0,3,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5200000,2,21,1,1.92307692307692E-07,4.03846153846154E-06,0,172016,1,4,0,0,0,0,0,4,1104,-3,0,21,3,0.1,0,0.3,3,0,2,0,0,0.8,117652,0,-1,0,0,487,728,0,0,120,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.6,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6
Todd,Cantwell,MID,NOR,4900000,10,84,4,8.16326530612245E-07,1.71428571428571E-05,0,1616873,2,30,0,0,0,6,0,17.1,38474,4,-1,84,-4,0.8,0,3.9,10,0,3,0,2,23.4,3113680,0,-1,0,2,1446,101161,1,0,284,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,3.1,4.9,2.8,3.8,3.3,3.8,3.6,4.9,4.3,4.8,3.8,4.7,3.9,4,3.3,4.9,2.5
Etienne,Capoue,MID,WAT,4800000,2,39,2.4,5E-07,8.125E-06,0,60880,5,30,0,0,0,0,0,8.1,1193,-2,0,39,2,0.5,0,2.6,2,0,4,0,2,0.3,18723,0,-1,0,0,1418,360,0,0,213,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,1.9,1.2,2.4,1.5,1.2,1.4,1.4,1.6,1.7,2,1.4,2.1,2.5,1.3,1.3,1.6
,Carlos Sanchez,MID,WHU,4300000,0,7,0.35,8.13953488372093E-08,1.62790697674419E-06,0,31573,0,2,0,0,0,0,0,1.6,2193,-2,0,7,2,0.1,0,0.5,0,0,0,0,0,0.4,29912,0,-1,0,0,112,2953,0,0,20,Sheffield United,Everton,Leicester,Liverpool,Brighton,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,0,24,2,3.7037037037037E-07,4.44444444444444E-06,0,17361,1,7,0,0,0,0,0,4.4,851,-1,0,24,1,0.4,0,2.4,0,0,2,0,3,0.1,13044,0,-1,0,0,496,437,0,0,74,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,1.7,1.1,2.5,1.4,1.2,1.9,1.7,1.3,2.1,1.3,1.7,1.5,1.3,2.2,1.2,1.4
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5512,0,-1,0,0,0,685,0,0,0,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,2,53,2.8,6.51162790697674E-07,1.23255813953488E-05,0,218254,4,23,0,0,0,0,0,12.3,5596,-2,0,53,2,0.8,0,3.3,3,0,6,0,0,1.8,78966,0,-1,0,1,1633,22907,0,0,301,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,2.1,3.5,2.8,3.5,2.1,1.8,2.8,2.5,2.5,1.8,2.2,2.3,3.2,3.7,2.7,2.7,1.7
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0,596,0,-1,0,0,0,16,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5200000,0,27,1.28571428571429,2.47252747252747E-07,5.19230769230769E-06,0,1124949,0,10,0,0,0,0,0,5.2,2724,-3,0,27,3,0,0,0,3,0,1,0,2,3.2,995856,0,-1,0,1,659,282,0,0,130,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0.6,1,0.6,0.6,0.9,0.8,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.9
,Cedric,DEF,SOU,4800000,6,36,2.8,5.83333333333333E-07,7.5E-06,0,21776,1,14,0,0,0,0,0,7.5,422,-2,0,36,2,0.7,0,3.3,3,0,3,0,0,0.2,12457,0,-1,0,0,1106,1273,0,0,181,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,2.4,2.1,3,2.8,2.1,3.7,3.3,3.2,2.7,2,2.5,2.2,2.9,2.3,2.5,2.6,2.2
Nathaniel,Chalobah,MID,WAT,4400000,2,18,0.857142857142857,1.94805194805195E-07,4.09090909090909E-06,0,19105,1,7,0,0,0,0,0,4.1,799,-1,0,18,1,0.4,0,1.6,2,0,0,0,1,0.2,14837,0,-1,0,0,472,355,0,0,71,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4
,Chamberlain,MID,LIV,6200000,0,25,1.25,2.01612903225806E-07,4.03225806451613E-06,0,82041,0,3,0,0,0,1,0,4,1542,-3,0,25,3,0.2,0,1.5,0,0,3,0,0,0.4,65736,0,-1,0,0,507,197,0,0,83,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0.6,0.7,1.2,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6
Calum,Chambers,DEF,ARS,4400000,0,42,3,6.81818181818182E-07,9.54545454545455E-06,0,149807,5,15,0,0,0,1,0,9.5,9192,-1,0,42,1,0.5,0,2.1,5,0,3,0,1,0.9,140248,0,-1,0,0,1102,143,0,0,197,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,7157,0,0,0,0,0,0,0,0,126,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1608,0,-1,0,0,0,90,0,0,0,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,141464,0,4,0,0,0,1,0,1.5,120,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86908,0,-1,0,1,106,15,0,0,27,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,5700000,6,75,4.4,7.71929824561404E-07,1.31578947368421E-05,0,710253,1,16,0,0,0,1,0,13.2,26329,2,0,75,-2,0.3,0,1.6,3,0,7,0,3,11.1,1096468,0,-1,0,1,1519,22868,0,0,339,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,4.1,4.1,6,4.8,4.2,4.8,4.9,6.5,4.5,5.3,5.2,6,4.1,4.6,4.8,5.2,5.6
Tahith,Chong,MID,MUN,4300000,0,2,0.0952380952380952,2.21483942414175E-08,4.65116279069767E-07,0,72599,0,0,0,0,0,0,0,0.5,3322,-2,0,2,2,0,0,0,0,0,0,0,0,0.7,93134,0,-1,0,0,24,631,0,0,4,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4300000,6,23,1.0952380952381,2.54706533776301E-07,5.34883720930233E-06,0,107759,2,6,0,0,0,1,0,5.3,3896,-2,0,23,2,0.3,0,1.3,0,0,1,0,1,0.9,116641,0,-1,0,0,456,7094,0,0,101,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.6
Andreas,Christensen,DEF,CHE,4900000,0,11,0.523809523809524,1.0689990281827E-07,2.24489795918367E-06,0,100126,2,15,0,0,0,0,0,2.2,596,-1,0,11,1,0.1,0,0.4,0,0,1,0,0,0.6,60261,0,-1,0,0,671,215,0,0,121,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Ciaran,Clark,DEF,NEW,4300000,0,34,1.61904761904762,3.76522702104097E-07,7.90697674418605E-06,0,57122,2,9,0,0,0,2,0,7.9,1704,-2,0,34,2,0.2,0,1,2,0,2,0,0,0.3,60199,0,-1,0,1,765,21,0,0,142,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,1.1,1,1.4,0.8,1,1.1,0.9,1.1,2,0.8,1.6,0.8,0.8,1.6,0.8,1.2
Leon,Clarke,FWD,SHU,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,7895,0,0,0,0,0,0,0,0.2,308,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10716,0,-1,0,0,13,159,0,0,-1,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,369,0,-1,0,0,0,22,0,0,0,Everton,Aston Villa,Bournemouth,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4800000,0,24,1.14285714285714,2.38095238095238E-07,5E-06,0,25630,0,17,0,0,0,1,0,5,179,-2,0,24,2,0,0,0,2,0,1,0,0,0.1,21219,0,-1,0,0,645,15,0,0,120,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6
Conor,Coady,DEF,WOL,5000000,1,51,2.4,4.8E-07,1.02E-05,0,97252,2,27,0,0,0,0,0,10.2,4173,0,0,51,0,0.4,0,2.1,2,0,4,0,0,1.6,98690,0,-1,0,0,1890,5240,0,0,334,Newcastle,Southampton,Liverpool,Man Utd,Leicester,2.9,1.8,2.1,1.5,1.9,2.4,2.1,2.3,2.3,2.1,2.4,1.8,1.7,2.7,1.5,2.7,1.9
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,22955,0,0,0,0,0,0,0,0,241,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,23542,0,-1,0,0,0,25,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5300000,0,28,1.33333333333333,2.51572327044025E-07,5.28301886792453E-06,0,259925,3,16,0,0,0,0,0,5.3,991,-2,0,28,2,0.2,0,1.3,2,0,3,0,1,1.2,112310,0,-1,0,0,947,887,0,1,174,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.9,0.8,1.3,0.7,1.2,0.7,1,0.7,0.9,0.7,0.8,0.7,0.7,0.7,1.5,0.7,0.9
Aaron,Connolly,FWD,BHA,4400000,1,37,2.6,5.90909090909091E-07,8.40909090909091E-06,0,285501,0,12,0,0,0,2,0,8.2,8917,-1,1,37,1,0.2,0,0.9,3,0,2,0,2,1.4,369548,0,-1,0,1,715,5393,-1,0,82,Everton,Aston Villa,Bournemouth,West Ham,Watford,1.9,3,2.1,2,2.9,1.6,2.7,2,2.7,1.8,3.2,2.8,2,2.7,2.7,2.4,2.1
Jack,Cork,MID,BUR,4900000,2,43,2.3,4.69387755102041E-07,8.77551020408163E-06,0,21082,0,30,0,0,0,0,0,8.8,322,-1,0,43,1,0.5,0,2.3,0,0,6,0,0,0.2,11651,0,-1,0,0,1645,63,0,0,198,Chelsea,Leicester,Man Utd,Arsenal,Southampton,1.4,1.5,1.2,2.1,1.9,2.2,1.6,1.7,1.2,2.3,1.4,2.6,1.3,1.2,2.1,1.3,2
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1661,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,715,0,-1,0,0,0,15,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,5,52,3.7,7.87234042553191E-07,1.1063829787234E-05,0,195124,6,22,0,0,0,3,0,11.1,6171,-3,0,52,3,0.4,0,1.8,5,0,4,0,0,1.3,245507,0,-1,0,2,1213,5721,0,0,212,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,4.9,7.3,4.2,3.6,3.8,3.2,3,3.7,4,3.8,4.3,3.7,3.7,4.4,3.1,5.5
,Cuco Martina,DEF,EVE,4000000,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,-1,0,0,0,220,0,0,0,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,-1,0,0,0,116,0,0,0,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5500000,0,23,1.0952380952381,1.99134199134199E-07,4.18181818181818E-06,0,90404,0,6,0,0,0,2,0,4.2,548,-5,0,23,5,0.2,0,1,0,0,1,0,0,0.5,26057,0,-1,0,0,292,252,0,0,69,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0.6,0.7,0.5,0.5,0.5,1,0.6,0.6,0.5,0.7,0.5,0.7,0.5,0.7,0.5,0.7,0.6
Pontus,Dahlberg,GLK,WAT,4300000,0,0,0,0,0,0,5616,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1286,0,-1,0,0,0,30,0,0,0,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,1,0.0476190476190476,9.71817298347911E-09,2.04081632653061E-07,0,10608,0,0,0,0,0,0,0,0.2,33,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1346,0,-1,0,0,59,37,0,0,8,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Daly,FWD,CRY,4500000,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,-1,0,0,0,119,0,0,0,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4300000,0,3,0.142857142857143,3.32225913621262E-08,6.97674418604651E-07,0,16763,0,2,0,0,0,0,0,0.7,73,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,3199,0,-1,0,0,126,14,0,0,18,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Danilo,DEF,MCI,5000000,0,0,0,0,0,0,5736,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,-1,0,0,0,9,0,0,0,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danjuma,MID,BOU,5800000,0,18,0.857142857142857,1.47783251231527E-07,3.10344827586207E-06,0,4690,0,6,0,0,0,0,0,3.1,43,-2,0,18,2,0.1,0,0.3,0,0,2,0,1,0,1009,0,-1,0,0,405,7,0,0,55,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Scott,Dann,DEF,CRY,4300000,0,15,0.714285714285714,1.66112956810631E-07,3.48837209302326E-06,0,20154,0,2,0,0,0,0,0,3.5,340,-2,0,15,2,0.1,0,0.3,0,0,1,0,1,0.2,10014,0,-1,0,0,335,16,0,0,71,Arsenal,Man City,Southampton,Sheffield United,Everton,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Kevin,Danso,DEF,SOU,4200000,0,9,0.428571428571429,1.02040816326531E-07,2.14285714285714E-06,0,3139,0,8,0,0,0,0,0,2.1,60,-3,0,9,3,0,0,0,0,0,1,0,1,0,3047,0,-1,0,0,275,70,0,1,46,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Karl,Darlow,GLK,NEW,4300000,0,0,0,0,0,0,5900,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1747,0,-1,0,0,0,40,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,4900000,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,550,0,-1,0,0,0,7,0,0,0,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,ARS,5700000,6,52,2.9,5.08771929824561E-07,9.12280701754386E-06,0,478315,4,26,0,0,0,2,0,9.1,3699,-3,0,52,3,0.4,0,2.4,6,0,3,0,0,4.9,168512,0,-1,0,2,1620,8580,0,0,292,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,2.8,2.7,2.6,2,3.8,3.6,2.4,3.5,2.4,2.4,3.2,2.1,2.5,2.7,2.8,3.2,3.1
,David Silva,MID,MCI,7400000,1,80,3.80952380952381,5.14800514800515E-07,1.08108108108108E-05,0,1352281,0,10,0,0,0,3,0,10.8,10540,-1,0,80,1,0.1,0,0.5,8,0,6,0,8,4.4,1271509,0,-1,0,3,1017,8424,0,0,297,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,2.8,4,4.9,2.9,3.5,3,4.2,3.1,4.3,3.4,2.8,4.4,4.5,3.7,4.4,3.9,3.9
Ben,Davies,DEF,TOT,5300000,0,8,0.380952380952381,7.18778077268643E-08,1.50943396226415E-06,0,15023,1,6,0,0,0,0,0,1.5,117,-2,0,8,2,0,0,0,0,0,0,0,0,0.1,7663,0,-1,0,0,360,7,0,0,43,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tom,Davies,MID,EVE,5300000,1,33,2.2,4.15094339622642E-07,6.22641509433962E-06,0,14782,6,18,0,0,0,1,0,6.2,507,-2,0,33,2,0.3,0,1.6,3,0,2,0,1,0.2,12915,0,-1,0,1,1006,330,0,0,120,Brighton,West Ham,Newcastle,Watford,Crystal Palace,2,1.1,2.2,1.4,1.9,1.4,2.1,1.2,1.3,1.2,1.4,1.1,1.8,1.4,1.9,2,2.1
Keinan,Davis,MID,AVL,4300000,0,6,0.285714285714286,6.64451827242525E-08,1.3953488372093E-06,0,29580,0,1,0,0,0,0,0,1.4,670,-2,0,6,2,0,0,0,0,0,0,0,0,0.2,18525,0,-1,0,0,74,229,0,0,16,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
