FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Diego,Rico,DEF,BOU,4100000,2,14,2.8,6.82926829268293E-07,3.41463414634146E-06,0,240601,1,6,0,0,0,0,0,3.4,5689,1,0,14,-1,0.7,0,3,0,0,0,0,2,11.1,614793,0,-1,0,0,450,13589,0,0,91,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,3.1,2.4,3.8,3.2,2.4,2.3,2.3,2.3,2,2.6,2.5,2,2.6,3.2,1.7,2.6,3.4,3.2,1.6,2.4,2.3,3.7,2.2,3.7,2.2,3.3,3.5,2.1,2.3,2.7
Jairo,Riedewald,MID,CRY,4500000,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,-1,0,0,0,31,0,0,0,Man City,Arsenal,Leicester,Chelsea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Ritchie,DEF,NEW,5300000,0,8,1,1.88679245283019E-07,1.50943396226415E-06,0,31606,1,4,0,0,0,0,0,1.5,209,-2,1,8,2,0,0,0,0,0,1,0,0,0.2,7511,0,-1,0,0,270,9,-1,0,49,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0,0,0,0,0,0.5,0.6,0.5,0.5,0.8,0.5,0.8,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.7,0.5,0.5
,Roberto,GLK,WHU,4400000,1,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,7477,0,3,0,4,0,0,0,0.7,674,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.6,22354,0,-1,0,0,146,2025,0,0,21,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Patrick,Roberts,MID,NOR,5300000,1,3,0.375,7.07547169811321E-08,5.66037735849057E-07,0,5821,0,2,0,0,0,0,0,0.6,65,-2,0,3,2,0.2,0,0.8,0,0,0,0,0,0.1,1083,0,-1,0,0,24,23,0,0,12,Bournemouth,Man Utd,Brighton,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrew,Robertson,DEF,LIV,6900000,2,33,4.1,5.94202898550725E-07,4.78260869565217E-06,0,961946,0,6,0,0,0,0,0,4.8,13783,-1,0,33,1,0.8,0,5.2,3,0,2,0,2,19.6,232690,0,-1,0,0,720,11349,0,0,178,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,4.3,5.2,4.8,3.3,4.5,4.2,5.8,3.3,5.1,5,4.4,3.9,4.3,4.5,5.9,4.4,3.7,3.5,4.7,4.7,3.3,5.1,5.8,4.1,5.3,4.1,4.2,3.9,3.9,5.4
Callum,Robinson,MID,SHU,5300000,3,23,2.9,5.47169811320755E-07,4.33962264150943E-06,0,64601,0,4,0,0,0,1,0,4.3,1136,-2,0,23,2,0.4,0,2,1,0,2,0,1,0.6,44536,0,-1,0,1,484,382,0,0,38,Arsenal,West Ham,Burnley,Tottenham,Man Utd,2.1,2.5,2.6,2.1,2.7,3.2,2.5,2.3,1.9,2.9,2.7,1.9,2.3,1.8,2.6,1.4,2.4,2.7,2.4,2.1,2.7,3,2.1,2,2.6,2.2,1.7,2,2.6,3.4
,Rodrigo,MID,MCI,5500000,1,22,2.8,5.09090909090909E-07,4E-06,0,106118,2,8,0,0,0,1,0,4,3151,0,0,22,0,0.6,0,3.2,1,0,3,0,0,1.6,104536,0,-1,0,0,649,1632,0,0,144,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,2,2.1,2,1.9,1.8,2.6,2.2,2.9,2.3,2.4,2.8,2.7,2.8,1.8,3,3.8,1.7,2,1.7,2.3,1.8,2.8,2,1.5,3,2.7,2.5,2.9,2.7,2.9
Jay,Rodriguez,FWD,BUR,5700000,1,11,1.375,2.41228070175439E-07,1.92982456140351E-06,0,22869,1,4,0,0,0,1,0,1.9,290,-3,0,11,3,0.3,0,1.8,0,0,0,0,0,0.2,5994,0,-1,0,0,161,160,0,0,41,Leicester,Chelsea,Sheffield United,West Ham,Watford,0.7,1.3,0.7,0.9,0.9,1.2,1,0.7,0.9,0.7,0.7,1.4,1.1,0.8,1.2,0.7,1,0.9,1.2,0.7,1.4,0.8,1.5,0.7,0.7,0.7,0.7,0.8,1,1
Marcos,Rojo,DEF,MUN,4800000,0,0,0,0,0,0,6762,1,1,0,0,0,0,0,0,139,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2137,0,-1,0,0,30,82,0,0,-2,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,5911,0,0,0,0,0,0,0,0,105,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,821,0,-1,0,0,0,27,0,0,0,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Rose,DEF,TOT,5500000,0,12,1.7,3.09090909090909E-07,2.18181818181818E-06,0,114081,3,9,0,0,0,0,0,2.2,5506,0,0,12,0,0.4,0,2,0,0,1,0,0,2.4,84346,0,-1,0,0,612,756,0,0,100,Watford,Liverpool,Everton,Sheffield United,West Ham,1.7,0.9,1.1,1.3,1,0.9,0.8,1.3,0.8,1.2,1.3,0.8,1.1,1.1,0.9,1.6,1,1,0.8,1.2,0.8,2,1.5,1.4,2,0.8,1.2,1.3,1.8,0.9
John,Ruddy,GLK,WOL,4400000,0,0,0,0,0,0,11899,0,0,0,0,0,0,0,0,250,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,3864,0,-1,0,0,0,90,0,0,0,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,6000000,0,1,0.125,2.08333333333333E-08,1.66666666666667E-07,0,6529,0,0,0,0,0,0,0,0.2,167,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,3004,0,-1,0,0,45,23,0,0,9,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathew,Ryan,GLK,BHA,4600000,7,35,4.4,9.56521739130435E-07,7.60869565217391E-06,0,336054,0,10,0,24,0,0,0,7.6,2357,1,0,35,-1,1.3,0,5.8,6,0,3,0,0,13.6,409007,0,-1,0,0,720,44949,0,0,176,Aston Villa,Everton,Norwich,Man Utd,Leicester,4.9,6.6,5.9,4.3,6.4,4.5,3.9,4.8,4.5,5.2,4.5,4.1,4.8,5.1,6.3,3.2,5,6,5.9,6.6,4.3,5,4.4,6.6,3.4,4.6,4.2,5.2,6.3,3.3
Allan,Saint-Maximin,MID,NEW,5400000,3,6,0.75,1.38888888888889E-07,1.11111111111111E-06,0,37699,0,0,0,0,0,0,0,1.1,162,-1,0,6,1,0.2,0,1,0,0,1,0,0,0.2,11812,0,-1,0,0,138,847,0,0,20,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Romain,Saiss,DEF,WOL,4400000,1,15,1.875,4.26136363636364E-07,3.40909090909091E-06,0,21030,1,8,0,0,0,1,0,3.4,932,-1,0,15,1,0.5,0,2,0,0,1,0,1,0.5,28768,0,-1,0,0,331,487,0,1,66,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,1.9,1.1,1.8,0.9,1.3,1.5,1.1,1.7,0.9,0.9,1.3,1.4,2,1.6,1.1,1.2,1.9,1.6,1.3,1.3,1.5,0.9,1.4,1.2,1.9,2,0.9,2,1.1
Bukayo,Saka,MID,ARS,4500000,3,9,1.125,2.5E-07,2E-06,0,6168,0,2,0,0,0,0,0,2,1529,0,0,9,0,0.5,0,2.2,0,0,1,0,1,0.9,63417,0,-1,0,0,206,7230,0,0,32,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0.9,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8
Mamadou,Sakho,DEF,CRY,5000000,0,3,0.375,7.5E-08,6E-07,0,4970,0,5,0,0,0,0,0,0.6,194,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0.1,2676,0,-1,0,0,191,16,0,0,30,Man City,Arsenal,Leicester,Chelsea,Liverpool,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Salah,MID,LIV,12500000,2,55,6.9,5.52E-07,4.4E-06,0,1080975,0,5,0,0,0,4,0,4.4,167288,0,0,55,0,0.4,0,4.8,7,0,3,0,3,38.3,832228,0,-1,0,2,708,4164,0,0,150,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0,8.5,7.3,5.6,8,9.3,9.8,9.2,9.5,8.4,7.1,8.8,8.1,7.2,10,9.6,8,7.7,7.9,8.9,9.2,8.7,10.2,6.9,8.1,9.1,9.8,8.6,7.6,9.1
Alexis,Sanchez,MID,MUN,6800000,0,0,0,0,0,0,40866,0,0,0,0,0,0,0,0,158,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,946,0,-1,0,0,0,19,0,0,0,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davinson,Sanchez,DEF,TOT,5400000,0,5,1.2,2.22222222222222E-07,9.25925925925926E-07,0,47554,1,6,0,0,0,0,0,0.9,1100,-1,0,5,1,0,0,0,0,0,0,0,0,0.9,16699,0,-1,0,0,360,146,0,0,55,Watford,Liverpool,Everton,Sheffield United,West Ham,1,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,1.2,0.8,0.8,1.2,0.6,0.7,0.7,1.1,0.6
Leroy,Sane,MID,MCI,9300000,0,0,0,0,0,0,31914,0,0,0,0,0,0,0,0,141,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1004,0,-1,0,0,0,75,0,0,0,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismaila,Sarr,MID,WAT,6300000,1,6,0.75,1.19047619047619E-07,9.52380952380952E-07,0,22846,0,4,0,0,0,0,0,1,208,-2,0,6,2,0.2,0,1.2,0,0,0,0,0,0.1,5371,0,-1,0,0,166,75,0,0,10,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Fabian,Schar,DEF,NEW,5000000,5,30,3.8,7.6E-07,6E-06,0,86806,2,13,0,0,0,1,0,6,2297,0,0,30,0,0.6,0,2.8,2,0,3,0,0,2.5,121551,0,-1,0,0,703,1440,0,0,134,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,3.2,3.8,4,3.3,3.9,3.3,4.9,3.7,2.6,5.6,3.4,5.6,5.3,3.5,3.8,4.2,4.9,3.1,3.6,4.2,4.2,4.2,5.2,2.5,4.6,3.3,3.8,5.1,3.2,3.7
Ezequiel,Schelotto,DEF,BHA,4000000,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,-1,0,0,0,303,0,0,0,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,MID,CRY,5500000,2,19,2.7,4.90909090909091E-07,3.45454545454545E-06,0,9503,1,6,0,0,0,0,0,3.5,218,0,0,19,0,0.4,0,2,1,0,3,0,1,0.1,8553,0,-1,0,0,547,68,0,0,58,Man City,Arsenal,Leicester,Chelsea,Liverpool,1.6,1.4,2.9,1.4,1.9,1.4,3.3,1.7,3.1,1.7,2.4,2,1.4,2.8,1.4,2.5,3.2,1.4,3.1,1.6,3.4,1.9,1.4,3.2,1.4,2.3,1.4,3.3,1.8,2.7
Kasper,Schmeichel,GLK,LEI,5000000,3,28,3.5,7E-07,5.6E-06,0,151139,0,7,0,22,0,0,0,5.6,3119,0,0,28,0,0.8,0,3.8,0,0,2,0,0,7.4,214986,0,-1,0,0,720,28550,0,0,141,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,4,3.2,2.6,3.9,2.3,5.2,4.7,2.9,4.7,2.4,3.6,3,3.7,3.6,1.8,4.4,3.7,2.5,3.3,1.9,4.9,2.8,4,3.2,5.2,2.2,1.8,4.1,2.7,5.2
Morgan,Schneiderlin,MID,EVE,4500000,2,7,1.2,2.66666666666667E-07,1.55555555555556E-06,0,48675,2,9,0,0,0,0,0,1.6,720,0,0,7,0,0.3,0,1.2,0,0,1,0,0,0.8,21301,0,-1,0,0,472,291,0,1,58,West Ham,Brighton,Tottenham,Southampton,Norwich,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.6,0.8,0.6,0.9,0.6,1,0.6,0.9,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.9,0.9
Ken,Sema,MID,WAT,4800000,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0,241,0,-1,0,0,0,6,0,0,0,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Sessegnon,MID,TOT,5400000,0,0,0,0,0,0,15564,0,0,0,0,0,0,0,0,85,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,773,0,-1,0,0,0,8,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,LIV,6300000,0,2,0.25,3.96825396825397E-08,3.17460317460317E-07,0,22989,0,0,0,0,0,0,0,0.3,282,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.3,4802,0,-1,0,0,11,13,0,0,6,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Billy,Sharp,FWD,SHU,5700000,1,8,1,1.75438596491228E-07,1.40350877192982E-06,0,89783,0,2,0,0,0,1,0,1.4,302,-3,0,8,3,0,0,-0.2,3,0,0,0,0,0.4,48222,0,-1,0,0,83,48,0,1,35,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.8,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8
Luke,Shaw,DEF,MUN,5400000,0,9,1.125,2.08333333333333E-07,1.66666666666667E-06,0,115217,0,2,0,0,0,0,0,1.7,650,-1,0,9,1,0,0,0,0,0,1,0,0,0.7,27749,0,-1,0,0,213,18,0,0,50,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0.6,0.7,0.6,1,1,0.6,1.2,0.6,1.2,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.9,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,0.6
Jonjo,Shelvey,MID,NEW,5000000,0,14,1.75,3.5E-07,2.8E-06,0,27987,0,6,0,0,0,1,0,2.8,326,0,0,14,0,0.2,0,1.2,1,0,1,0,0,0.3,20484,0,-1,0,0,305,49,0,0,58,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.9,1.3,0.9,1.6,0.9,0.9,1.8,1.1,0.9,1.6,0.9,1.5,1.3,1.2,1,0.9,1.6,0.9,0.9,1.5,1.3,1.5,1.1,1.2,1,0.9,1.1,1.2,1,0.9
Djibril,Sidibe,DEF,EVE,5300000,0,0,0,0,0,0,14382,1,1,0,0,0,0,0,0,123,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2844,0,-1,0,0,31,91,0,0,1,West Ham,Brighton,Tottenham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,EVE,7600000,1,20,2.5,3.28947368421053E-07,2.63157894736842E-06,0,678542,0,10,0,0,0,0,0,2.6,5592,-4,0,20,4,0.2,0,1.8,0,0,2,0,1,3.8,89691,0,-1,0,0,627,683,0,0,94,West Ham,Brighton,Tottenham,Southampton,Norwich,2,1.6,2.2,2,2.9,1.2,1.2,1.9,1.2,2.4,2.8,1.7,1.2,2.6,1.3,2.7,1.8,2.9,1.4,2.8,1.2,1.6,1.2,2.4,1.2,2.1,1.8,2.1,2.8,2.8
Jack,Simpson,DEF,BOU,4000000,0,0,0,0,0,0,196963,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,0,0,0,0,6.8,119042,0,-1,0,0,0,2666,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,5000000,2,20,2.5,5E-07,4E-06,0,142195,1,10,0,0,0,0,0,4,3756,0,0,20,0,0.4,0,2.2,0,0,2,0,1,2.1,133940,0,-1,0,0,696,459,0,0,98,Watford,Liverpool,Everton,Sheffield United,West Ham,2.9,1.2,1.5,2.7,1.4,2.8,1.2,2.8,1.9,1.9,2.6,1.2,2,1.6,1.8,2.9,1.3,1.2,1.2,2.5,1.4,2.8,2,2.8,2.8,2,2.4,1.7,2.4,1.3
Oliver,Skipp,MID,TOT,4400000,0,2,0.25,5.68181818181818E-08,4.54545454545455E-07,0,21823,0,0,0,0,0,0,0,0.5,653,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,16062,0,-1,0,0,2,474,0,0,6,Watford,Liverpool,Everton,Sheffield United,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Callum,Slattery,MID,SOU,4400000,0,0,0,0,0,0,12649,0,0,0,0,0,0,0,0,690,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,21240,0,-1,0,0,0,755,0,0,0,Wolverhampton,Leicester,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Smalling,DEF,MUN,5300000,0,0,0,0,0,0,15090,0,0,0,0,0,0,0,0,87,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1458,0,-1,0,0,0,7,0,0,0,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,WHU,5300000,0,4,0.5,9.43396226415094E-08,7.54716981132075E-07,0,11357,1,4,0,0,0,0,0,0.8,152,-2,0,4,2,0,0,0.2,0,0,0,0,0,0.2,2480,0,-1,0,0,144,16,0,0,16,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Sokratis,DEF,ARS,5000000,6,21,2.6,5.2E-07,4.2E-06,0,81697,1,11,0,0,0,0,0,4.2,1221,0,0,21,0,0.5,0,2.5,2,0,2,0,0,1.8,73080,0,-1,0,0,720,1776,0,0,126,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,2.9,3.4,2.1,1.9,2.1,1.4,2.4,2.3,1.8,2.4,1.3,2.1,3.4,2,2.4,1.7,1.4,3.4,3.4,1.8,2.7,1.7,2.4,2.9,1.9,3.2,2,2.1,2.2,2.9
Dominic,Solanke,FWD,BOU,5400000,2,12,1.5,2.77777777777778E-07,2.22222222222222E-06,0,30354,0,6,0,0,0,0,0,2.2,681,-1,0,12,1,0.4,0,2,0,0,0,0,0,0.4,18720,0,-1,0,0,380,433,0,0,16,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,2.1,1.2,1.5,0.8,0.8,0.9,0.8,0.8,1.1,1.2,1.1,0.8,0.8,1.6,1.3,1,1.2,0.8,0.8,1.3,0.8,1.2,0.8,0.9,0.8,1.5,1.2,1,1,0.8
Heung-Min,Son,MID,TOT,9800000,2,35,4.375,4.46428571428571E-07,3.57142857142857E-06,0,229344,0,9,0,0,0,2,0,3.6,39132,3,0,35,-3,0.7,0,7,3,0,1,0,3,12.3,922750,0,-1,0,1,483,19545,0,0,111,Watford,Liverpool,Everton,Sheffield United,West Ham,6.2,3.1,3.6,5.8,3.4,6.1,2.9,6,4.4,4.5,5.8,3.1,4.8,3.9,4.3,6.1,3.3,2.8,3.1,5.5,3.5,6.1,4.7,5.9,6,4.6,5.4,4.2,5.5,3.2
Caglar,Soyuncu,DEF,LEI,4700000,0,25,3.1,6.59574468085106E-07,5.31914893617021E-06,0,131566,1,7,0,0,0,0,0,5.3,3918,2,-1,25,-2,0.5,0,2.5,0,0,2,0,1,6.8,536964,0,-1,0,0,720,20644,1,0,164,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,3.4,2.7,2.2,3.3,1.9,4.5,4,2.4,4,1.9,3,2.5,3.1,3,1.6,3.7,3.1,2.1,2.7,1.6,4.2,2.3,3.4,2.6,4.5,1.8,1.6,3.4,2.2,4.6
Dennis,Srbeny,FWD,NOR,5300000,1,3,0.375,7.07547169811321E-08,5.66037735849057E-07,0,5430,0,1,0,0,0,0,0,0.6,97,-2,0,3,2,0.1,0,0.5,0,0,0,0,0,0.1,3195,0,-1,0,0,20,49,0,0,13,Bournemouth,Man Utd,Brighton,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Stacey,DEF,BOU,4400000,1,5,1.2,2.72727272727273E-07,1.13636363636364E-06,0,5500,2,5,0,0,0,0,0,1.1,73,-1,0,5,1,0.3,0,1.2,0,0,0,0,0,0.1,1733,0,-1,0,0,346,49,0,0,40,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0.8,0.6,1.1,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.9,0.6,0.6,0.9,0.9,0.6,0.6,0.6,1.1,0.6,1.1,0.6,0.9,1,0.6,0.6,0.7
Junior,Stanislas,MID,BOU,5900000,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,128,0,-1,0,0,0,5,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard,Stearman,DEF,SHU,4000000,0,0,0,0,0,0,71735,0,0,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,2.7,63078,0,-1,0,0,0,712,0,0,0,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed,Steer,GLK,AVL,4400000,0,0,0,0,0,0,3752,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,767,0,-1,0,0,0,10,0,0,0,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4000000,0,0,0,0,0,0,101854,0,0,0,0,0,0,0,0,3428,0,0,0,0,0,0,0,0,0,0,0,0,9.2,154942,0,-1,0,0,0,1014,0,0,0,West Ham,Brighton,Tottenham,Southampton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4500000,2,18,2.2,4.88888888888889E-07,4E-06,0,130481,1,9,0,0,0,0,0,4,2816,0,0,18,0,0.5,0,2.2,0,0,3,0,0,2.9,119832,0,-1,0,0,706,2957,0,0,110,Aston Villa,Everton,Norwich,Man Utd,Leicester,1.1,2.2,2.3,1.1,1.9,1.1,1.3,1.9,1.1,2.1,1.1,2.2,1.4,1.3,1.6,1.8,1.2,2.3,2.5,2.3,1.7,1.8,1.1,2.2,1.1,1.1,1.1,1.9,2.1,1.3
