FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Connor,Wickham,FWD,CRY,4500000,0,2,0.25,5.55555555555556E-08,4.44444444444444E-07,0,365192,0,0,0,0,0,0,0,0.4,7224,0,0,2,0,0,0,0,0,0,0,0,0,3.6,251214,0,-1,0,0,15,29,0,0,3,Man City,Arsenal,Leicester,Chelsea,Liverpool,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Georginio,Wijnaldum,MID,LIV,5400000,3,27,3.4,6.2962962962963E-07,5E-06,0,114722,0,4,0,0,0,1,0,5,3021,-1,0,27,1,0.8,0,4.2,2,0,4,0,0,2.4,93556,0,-1,0,1,678,4378,0,0,99,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,2.5,3,2.4,1.7,2.8,3.5,3.7,3.9,3.9,2.9,2.4,3.3,3.7,2.4,3.8,3.7,2.8,2.6,2.7,3.6,3.8,3.1,3.9,2.2,2.8,3.4,3.7,3.1,2.6,3.5
Jetro,Willems,DEF,NEW,4500000,12,28,3.5,7.77777777777778E-07,6.22222222222222E-06,0,12291,0,5,0,0,0,1,0,6.2,400,0,0,28,0,1.4,0,6.2,3,0,2,0,1,0.3,18642,0,-1,0,1,387,3887,0,0,106,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,2.8,3.4,3.6,2.9,3.5,2.9,4.4,3.3,2.3,5,3,5,4.8,3.1,3.4,3.7,4.4,2.7,3.2,3.7,3.8,3.8,4.6,2.2,4.1,2.9,3.3,4.6,2.8,3.3
Brandon,Williams,DEF,MUN,4000000,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4498,0,-1,0,0,0,1359,0,0,0,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7000000,8,25,3.6,5.14285714285714E-07,3.57142857142857E-06,0,47469,0,6,0,0,0,1,0,3.6,1682,0,0,25,0,0.8,0,5.5,5,0,1,0,1,1.5,78927,0,-1,0,1,415,9066,0,0,96,Newcastle,Burnley,Watford,Crystal Palace,Man City,4.2,3,3.6,4.5,2.2,3.2,3.4,3.1,4.4,2.4,3.3,3.1,3.5,4.3,3.5,3.7,2.3,4.4,3.5,3.9,4.3,2.4,2.1,2.9,4.5,2.8,5.1,4.4,2.6,3.9
Joseph,Willock,MID,ARS,5000000,1,11,1.375,2.75E-07,2.2E-06,0,21209,0,5,0,0,0,0,0,2.2,374,0,0,11,0,0.2,0,1,0,0,1,0,0,0.2,21193,0,-1,0,0,306,203,0,0,47,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,1.2,1.1,0.9,0.7,0.7,0.7,1,0.7,0.7,0.7,0.8,0.7,1.1,0.7,1,0.7,0.7,1,1,0.7,0.7,0.7,0.9,1.1,0.8,0.9,0.7,0.7,0.7,1.1
Jack,Wilshere,MID,WHU,4800000,1,5,0.625,1.30208333333333E-07,1.04166666666667E-06,0,25183,0,3,0,0,0,0,0,1,311,-2,0,5,2,0.2,0,0.8,0,0,0,0,0,0.3,7626,0,-1,0,0,147,86,0,0,12,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Harry,Winks,MID,TOT,5400000,1,12,1.5,2.77777777777778E-07,2.22222222222222E-06,0,16702,3,10,0,0,0,0,0,2.2,529,-1,0,12,1,0.3,0,1.8,0,0,1,0,0,0.3,9406,0,-1,0,0,589,98,0,0,96,Watford,Liverpool,Everton,Sheffield United,West Ham,1.4,0.8,0.8,1.3,0.8,1.3,0.8,1.3,0.8,0.8,1.2,0.8,0.9,0.8,0.8,1.3,0.8,0.8,0.8,1.1,0.8,1.3,0.9,1.3,1.3,0.8,1.1,0.8,1.1,0.8
Chris,Wood,FWD,BUR,6200000,2,30,3.8,6.12903225806452E-07,4.83870967741936E-06,0,101862,0,8,0,0,0,3,0,4.8,3715,-3,0,30,3,1,0,6,4,0,3,0,0,1.3,81870,1,-1,0,1,665,2675,0,0,90,Leicester,Chelsea,Sheffield United,West Ham,Watford,2.6,5.3,3.1,4.3,4.1,5.2,4.6,3.6,4.3,3.8,3.2,5.7,5,4,5.1,2.9,4.8,4.3,5.2,2.7,5.6,3.9,5.7,2.5,3.1,3.1,3.2,3.9,3.8,4.6
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,22341,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0.9,12753,0,-1,0,0,0,298,0,0,0,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xande Silva,FWD,WHU,4400000,0,0,0,0,0,0,113848,0,0,0,0,0,0,0,0,1834,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,51884,0,-1,0,0,0,561,0,0,0,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5300000,3,12,1.7,3.20754716981132E-07,2.26415094339623E-06,0,78256,4,10,0,0,0,0,0,2.3,735,-2,0,12,2,0.3,0,1.8,0,0,2,0,0,0.8,25606,0,-1,0,0,611,490,0,0,76,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,1.7,1.6,1.3,0.8,1,0.8,1.4,0.8,0.8,0.8,1.2,0.9,1.5,0.8,1.4,0.8,0.8,1.4,1.5,0.8,1,1,1.2,1.5,1.1,1.2,0.8,0.8,0.8,1.6
Andriy,Yarmolenko,MID,WHU,6000000,1,34,4.25,7.08333333333333E-07,5.66666666666667E-06,0,40109,1,4,0,0,0,3,0,5.7,12346,0,0,34,0,1,0,6,5,0,3,0,0,5.9,419210,0,-1,0,1,453,21386,0,0,117,Everton,Sheffield United,Newcastle,Burnley,Tottenham,4.1,5.2,5.2,4,4.5,3.6,4.9,4.7,5.2,3.2,3.7,4.8,5.5,6.2,5.4,3.2,5.1,3,3.5,4.2,4.1,4.8,3.2,3.9,4.6,5.3,3.5,5.6,3.3,4.2
DeAndre,Yedlin,DEF,NEW,4400000,5,6,0.75,1.70454545454545E-07,1.36363636363636E-06,0,1898,1,1,0,0,0,0,0,1.4,24,-1,0,6,1,0.3,0,1.5,0,0,1,0,0,0,698,0,-1,0,0,106,161,0,0,21,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Maya,Yoshida,DEF,SOU,4400000,0,9,1.8,4.09090909090909E-07,2.04545454545455E-06,0,15860,1,8,0,0,0,0,0,2,405,-1,0,9,1,0.4,0,1.8,1,0,1,0,0,0.4,12920,0,-1,0,0,373,204,0,0,59,Wolverhampton,Leicester,Man City,Everton,Arsenal,1.3,1.5,1.2,1.7,1.1,1.3,1.3,1.9,1.2,1.5,1.2,1.7,1.4,1.3,0.9,1.4,1.4,1,1.4,1.6,1.7,1,0.9,1.5,0.9,1.6,1.3,1,0.9,1
Ashley,Young,DEF,MUN,5400000,2,11,1.8,3.33333333333333E-07,2.03703703703704E-06,0,20476,3,6,0,0,0,0,0,2,460,-1,0,11,1,0.4,0,2.2,0,0,1,0,0,0.4,11327,0,-1,0,0,501,391,0,0,89,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,1.3,0.9,0.9,1.5,1.2,2,2,0.9,2.3,0.9,2.3,0.9,0.9,1.9,0.9,1.5,1.4,0.9,1.9,1,1.2,0.9,1.6,0.9,1.1,0.9,1.3,0.9,1.7,0.9
Pablo,Zabaleta,DEF,WHU,4400000,1,3,0.375,8.52272727272727E-08,6.81818181818182E-07,0,26404,0,1,0,0,0,0,0,0.7,373,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.6,7759,0,-1,0,0,37,119,0,0,11,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,6700000,2,19,2.4,3.58208955223881E-07,2.83582089552239E-06,0,831253,1,8,0,0,0,0,0,2.8,10552,-3,1,19,3,0.4,0,3,0,0,2,0,1,9.3,234516,0,-1,0,0,655,3132,-1,0,52,Man City,Arsenal,Leicester,Chelsea,Liverpool,1.3,1.2,2.4,1.2,1.6,1.2,2.8,1.4,2.6,1.4,2,1.7,1.2,2.4,1.2,2.1,2.7,1.2,2.7,1.3,2.9,1.6,1.2,2.7,1.2,1.9,1.2,2.8,1.5,2.2
Davide,Zappacosta,DEF,CHE,4300000,0,0,0,0,0,0,25061,0,0,0,0,0,0,0,0,164,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2885,0,-1,0,0,0,13,0,0,0,Newcastle,Burnley,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christoph,Zimmermann,DEF,NOR,4500000,0,1,0.125,2.77777777777778E-08,2.22222222222222E-07,0,1037,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,253,0,-1,0,0,35,4,0,0,3,Bournemouth,Man Utd,Brighton,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oleksandr,Zinchenko,DEF,MCI,5400000,0,18,2.6,4.81481481481482E-07,3.33333333333333E-06,0,694545,0,9,0,0,0,0,0,3.3,20479,-1,1,18,1,0.1,0,0.8,0,0,2,0,0,8.7,570345,0,-1,0,0,585,2387,-1,0,123,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,2.3,2.8,1.8,2.3,1.9,3.1,1.6,3.2,1.9,2.9,2.2,2.1,3.1,2.5,3.1,3.2,2.3,2.4,2.2,2,2.2,2.1,2,1.8,2.7,3.1,2,1.5,2.4,2.6
Kurt,Zouma,DEF,CHE,4700000,2,4,0.6,1.27659574468085E-07,8.51063829787234E-07,0,158700,1,12,0,0,0,0,0,0.9,1166,-3,1,4,3,0.2,0,0.8,0,0,0,0,0,1.6,49920,1,-1,0,0,543,611,-1,0,63,Newcastle,Burnley,Watford,Crystal Palace,Man City,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
